temperature,mean_density,std_density,n_points
150.0,1.1532030473526476,0.0025422548125542937,1001
180.0,1.1473614413173654,0.00265351023265211,501
200.0,1.1435259195608785,0.002920974682433349,501
220.0,1.1396175313373254,0.0030772923854902037,501
240.0,1.1354660924151696,0.003232727441647745,501
260.0,1.1312391115768465,0.0032924417343220694,501
280.0,1.1267031716566864,0.003601999318683316,501
300.0,1.1235060530938124,0.003587832942333767,501
320.0,1.1175740043912177,0.003741676197666055,501
340.0,1.1110781536926149,0.00411880910354395,501
360.0,1.1062839203592814,0.004531331212668602,501
380.0,1.1021919799591002,0.004199076513224826,489
385.0,1.1026311307692307,0.0037511824467725283,13
400.0,1.0985766520958082,0.004916007703643295,501
420.0,1.0901926599601592,0.0044153092654664475,502
440.0,1.0861485472111554,0.004802843816568428,502
460.0,1.0835430470238097,0.00503810257832041,504
475.0,1.080989,0.003940675994885446,7
480.0,1.0764969941295548,0.005109924414355797,494
495.0,1.0735309000000002,0.005362019010596696,13
500.0,1.07486726563147,0.005262358877317063,483
505.0,1.0791667999999999,0.005136827088777673,5
515.0,1.0689182,0.0038778074088329827,4
520.0,1.0673419811623248,0.0054636232113680575,499
535.0,1.06415448125,0.004844087776293672,16
540.0,1.0598836220125787,0.005118433135863597,477
545.0,1.0617492,0.007081929127817404,8
555.0,1.057106902702703,0.006239807287389321,37
560.0,1.0543094452736317,0.005444061107337852,402
565.0,1.0506565772727272,0.005858204426689669,22
575.0,1.043799706451613,0.006551029228584695,31
580.0,1.0452289046272496,0.006312106727997966,389
585.0,1.0450932071428571,0.004141268858810328,14
595.0,1.0405681666666666,0.005330881592416133,12
600.0,1.0403620818731119,0.006175453138220964,331
605.0,1.0450402220338983,0.005403486017499814,59
