3,25,236.7,0.9995,EXCELLENT,PEG4,2026-06-25T08:00:00Z
3,50,254.4,0.9995,EXCELLENT,PEG4,2026-06-25T11:00:00Z
3,100,206.0,0.9968,EXCELLENT,PEG4,2026-06-25T12:50:00Z
