step,volume,temperature,pressure
1000000.0,49144.609,296.93059,-571.01127
1001000.0,49105.511,302.00434,340.1528
1002000.0,48995.953,301.0518,414.83613
1003000.0,49330.769,294.92995,-1267.8795
1004000.0,48890.784,305.26776,571.35675
1005000.0,49082.286,291.47137,-656.03193
1006000.0,49284.761,300.08312,-1696.8013
1007000.0,49204.057,295.8691,799.56321
1008000.0,48896.39,300.58957,1968.3047
1009000.0,48941.919,300.01239,318.66483
1010000.0,48828.553,295.62535,2012.8464
1011000.0,49133.59,300.79059,-644.30152
1012000.0,48989.004,298.50992,144.97302
1013000.0,48980.649,299.9541,-1720.8073
1014000.0,49101.925,292.97172,-680.70595
1015000.0,48957.994,297.65979,316.85865
1016000.0,48843.004,298.83346,-31.509991
1017000.0,48872.783,299.26969,853.09712
1018000.0,48529.921,293.5491,1324.9645
1019000.0,48788.191,297.04828,145.03749
1020000.0,48746.229,301.91869,-2003.147
1021000.0,48828.787,298.53024,611.77939
1022000.0,48498.959,301.70053,1124.8288
1023000.0,48789.808,304.96317,-271.23148
1024000.0,48630.889,301.941,3694.2318
1025000.0,49015.999,305.83595,230.55125
1026000.0,48939.218,300.44437,-74.895795
1027000.0,49080.668,297.41746,1772.3801
1028000.0,49091.665,302.64888,496.40085
1029000.0,48920.321,300.32823,383.51524
1030000.0,48891.543,304.3617,77.882561
1031000.0,48856.177,299.86005,-400.74778
1032000.0,48714.524,304.71825,-688.97423
1033000.0,48739.981,304.0679,-991.01219
1034000.0,48918.747,297.26659,979.07725
1035000.0,49041.902,302.35293,1055.2347
1036000.0,49022.156,294.11072,365.26136
1037000.0,48948.203,296.75123,-729.58913
1038000.0,49103.457,298.58609,-849.06282
1039000.0,49433.121,302.54565,-1232.8886
1040000.0,48817.834,295.25181,988.79603
1041000.0,48548.568,309.08545,487.15497
1042000.0,48831.333,299.39083,-576.56153
1043000.0,48908.824,302.44671,985.75196
1044000.0,48747.215,303.42622,105.74722
1045000.0,48991.182,300.72377,-120.53542
1046000.0,49214.832,303.62452,-275.78011
1047000.0,49030.454,301.97608,-1757.8332
1048000.0,48770.909,306.11102,1201.0591
1049000.0,48799.103,302.0409,947.45519
1050000.0,48809.236,302.594,1252.4881
1051000.0,48871.963,290.92987,149.46271
1052000.0,49155.245,298.10904,-1734.9066
1053000.0,49084.446,302.74374,824.9805
1054000.0,49283.955,301.29024,-1339.1839
