temperature,mean_density,std_density,n_points
215.0,1.1997148,0.0,1
225.0,1.2026211,0.0,1
240.0,1.2047678,0.0,1
245.0,1.2030710365853656,0.0044595515934203606,41
250.0,1.2030542293650794,0.0035260856898281356,126
255.0,1.203290701369863,0.003284404904134637,73
260.0,1.200528892682927,0.003427168091477435,123
265.0,1.2028749882352943,0.003655226730335683,34
270.0,1.1991868333333333,0.0016190882197499798,3
275.0,1.1961211733333335,0.003851702383150021,45
280.0,1.1962744491071429,0.003885543789484201,112
285.0,1.195467563414634,0.003917071415340554,41
290.0,1.1907969666666667,0.005604943693145591,3
295.0,1.1923763585365854,0.0038019517430509246,41
300.0,1.1925314991525424,0.003812926950967993,118
305.0,1.1924792972972973,0.004248912892434073,37
310.0,1.1921132714285716,0.004477698606693046,7
315.0,1.1891262851063829,0.003406727181939402,47
320.0,1.188705312962963,0.0048017878111576,108
325.0,1.1899624628571428,0.005203188657651094,35
330.0,1.1884196900000001,0.0031082210362020175,10
335.0,1.1831870428571432,0.004404544126026941,42
340.0,1.1827430358490565,0.004518912826168719,106
345.0,1.1826800608695651,0.004322836323396856,46
350.0,1.1841431,0.0055826699425991656,11
355.0,1.1779145347826088,0.00528761738829368,46
360.0,1.1784544510869566,0.004658035724705875,92
365.0,1.178132724489796,0.004802416010046872,49
370.0,1.177095053846154,0.004369730220050835,13
375.0,1.1724023297872337,0.004740609792912579,47
380.0,1.1729814648351649,0.0052977438660113405,91
385.0,1.1716477489361703,0.003944149552839232,47
390.0,1.1743418187499999,0.0038938374719067166,16
395.0,1.1708746159999999,0.005579721447014114,50
400.0,1.1700114829787236,0.005003283031238082,94
405.0,1.1704510097560976,0.004844390559337933,41
410.0,1.1681150235294118,0.005315021012367849,17
415.0,1.1661491666666666,0.005242836981117103,42
420.0,1.1662676977011492,0.005245189614281076,87
425.0,1.1659144981132075,0.0046010036293722256,53
430.0,1.1655214333333335,0.005314867420202832,21
435.0,1.1621188895833334,0.0056463166974751785,48
440.0,1.1602890113924051,0.006189122991846409,79
445.0,1.1626396235294119,0.0054757828374977875,51
450.0,1.164344019047619,0.00766829182814656,21
455.0,1.1523387886792453,0.006429053102567954,53
460.0,1.1540988054794523,0.006385300205656598,73
465.0,1.1533479979166665,0.006915503385578884,48
470.0,1.1567547482758622,0.00649533258989103,29
475.0,1.1494611736842104,0.006251863940130346,57
480.0,1.1504621378787876,0.005536955733607392,66
485.0,1.14949083,0.005906771072641282,50
490.0,1.1479259333333334,0.006754019412229214,27
495.0,1.1413700119999999,0.006550403976999727,50
500.0,1.1441684647058825,0.00547098805463506,68
505.0,1.1425908219999998,0.006134960858890496,50
510.0,1.143298725,0.005252170269455753,32
515.0,1.1348754210526315,0.006193183103615302,57
520.0,1.134742529032258,0.0058460908199870504,62
525.0,1.1366910153846155,0.006988950816835883,52
530.0,1.134512972413793,0.005867055871431382,29
535.0,1.1289856224489796,0.006001994812742993,49
540.0,1.127728574137931,0.007315961407784812,58
545.0,1.1265897912280702,0.006855937664230514,57
550.0,1.1273917297297298,0.00628960185358275,37
555.0,1.1192526282608695,0.007109420844474617,46
560.0,1.1158296046153848,0.006712048802466894,65
565.0,1.1141043823529413,0.008101559286179555,51
570.0,1.1139589952380953,0.008347917992163027,42
575.0,1.1080385000000001,0.007370794990088192,45
580.0,1.107040435483871,0.007158265048640572,62
585.0,1.1050897965517241,0.007650433032348176,58
590.0,1.1018230859154932,0.008356643942555876,71
595.0,1.0925526189873418,0.007580193596879515,79
600.0,1.0909765983606559,0.0075322655723819186,122
605.0,1.0914273020618557,0.007413821241718898,97
610.0,1.0892008661016948,0.009038634784188088,59
615.0,1.0782344263157895,0.012248613456319486,57
620.0,1.0792409622950823,0.012231312283836154,61
625.0,1.079419812244898,0.009897060066096917,49
630.0,1.0835142755555554,0.0100541905020235,45
635.0,1.0795692957446807,0.010748340155151925,47
640.0,1.0762004169811317,0.008759066109175017,53
645.0,1.07793515,0.01035737021780069,54
650.0,1.0766170390243903,0.010421259675055564,41
655.0,1.0654566893617023,0.009542543037212784,47
660.0,1.0573788966101694,0.007910734150920511,59
665.0,1.0558642142857142,0.009029854035318998,49
670.0,1.0534859894736843,0.009773600131927084,38
675.0,1.0510343566666667,0.011252037368019663,60
680.0,1.0512294078431372,0.008597605179696103,51
685.0,1.049957449019608,0.008237683125621497,51
690.0,1.0499238347826088,0.008738490786990558,46
695.0,1.0454584717391306,0.008402204212934262,46
700.0,1.0425347678571428,0.008367598335682201,56
705.0,1.0417136186046512,0.008602725816475565,43
710.0,1.0388899263157894,0.008570669655791978,19
715.0,1.0383629666666665,0.005640053585516697,9
720.0,1.05167705,0.001546937505201899,2
815.0,1.0491967,0.0,1
