frame,timestep,chain,rx,ry,rz,distance
0,0,1,-36.07587432861328,13.973899841308594,3.2285995483398438,38.82218933105469
0,0,2,10.762198448181152,12.715522766113281,-28.01239776611328,32.591468811035156
0,0,3,-0.8784999847412109,10.778599739074707,-17.018869400024414,20.16412353515625
0,0,4,-7.594782829284668,-23.818397521972656,-20.835098266601562,32.54378890991211
0,0,5,21.03390121459961,9.520557403564453,-18.490875244140625,29.580034255981445
0,0,6,-48.53466796875,17.57779884338379,-3.218940258026123,51.71996307373047
0,0,7,-30.707998275756836,-23.29157257080078,-10.274297714233398,39.887840270996094
0,0,8,35.628074645996094,-21.127471923828125,25.382888793945312,48.58004379272461
0,0,9,16.712800979614258,1.045999526977539,-0.7581996917724609,16.762657165527344
0,0,10,-4.403499603271484,-48.01707077026367,-26.549697875976562,55.044677734375
1,1000,1,-38.381900787353516,14.265300750732422,3.1585006713867188,41.06878662109375
1,1000,2,11.494799613952637,12.521705627441406,-27.60430145263672,32.417911529541016
1,1000,3,-0.41769981384277344,9.920000076293945,-16.805896759033203,19.51970863342285
1,1000,4,-8.09473705291748,-24.10099983215332,-21.810998916625977,33.497802734375
1,1000,5,21.077299118041992,9.92929458618164,-18.203697204589844,29.56717872619629
1,1000,6,-48.194297790527344,17.260601043701172,-3.14473032951355,51.28847885131836
1,1000,7,-31.14999771118164,-23.659496307373047,-9.71059799194336,40.3037223815918
1,1000,8,36.47749328613281,-22.29339599609375,24.861679077148438,49.454078674316406
1,1000,9,14.833499908447266,0.8305492401123047,-0.6617984771728516,14.871466636657715
1,1000,10,-3.9917001724243164,-46.93499755859375,-27.412500381469727,54.50020980834961
2,2000,1,-39.10493850708008,14.698699951171875,3.391500473022461,41.913604736328125
2,2000,2,11.604900360107422,13.009601593017578,-29.101699829101562,33.923919677734375
2,2000,3,-0.8460006713867188,11.3996000289917,-16.650142669677734,20.196382522583008
2,2000,4,-7.8728928565979,-24.178699493408203,-19.812698364257812,32.235618591308594
2,2000,5,19.68329620361328,10.083114624023438,-18.887943267822266,29.083599090576172
2,2000,6,-47.312843322753906,17.06519889831543,-4.476879596710205,50.49523162841797
2,2000,7,-31.388999938964844,-22.477142333984375,-10.038301467895508,39.89058303833008
2,2000,8,33.97714614868164,-22.324342727661133,26.534128189086914,48.547733306884766
2,2000,9,16.250699996948242,0.5491292476654053,-0.9183998107910156,16.285890579223633
2,2000,10,-5.820699691772461,-46.04084777832031,-25.66429901123047,53.031089782714844
3,3000,1,-36.245155334472656,13.644100189208984,3.954099655151367,38.92952346801758
3,3000,2,9.639698028564453,11.499366760253906,-28.3760986328125,32.0992546081543
3,3000,3,-0.9395999908447266,11.201897621154785,-17.34175682067871,20.66644287109375
3,3000,4,-7.603254318237305,-22.068500518798828,-19.21609878540039,30.23386573791504
3,3000,5,19.708599090576172,9.304939270019531,-17.23825454711914,27.787914276123047
3,3000,6,-46.40595245361328,16.18560218811035,-4.937429904937744,49.39498519897461
3,3000,7,-31.505998611450195,-22.204654693603516,-10.989099502563477,40.08035659790039
3,3000,8,35.680458068847656,-22.0661563873291,24.085498809814453,48.37480163574219
3,3000,9,16.48160171508789,1.2534704208374023,0.09020042419433594,16.529443740844727
3,3000,10,-5.263799667358398,-46.86125183105469,-26.856201171875,54.26729965209961
4,4000,1,-36.63114547729492,13.078897476196289,3.7126998901367188,39.072784423828125
4,4000,2,10.43970012664795,12.391433715820312,-28.009899139404297,32.358760833740234
4,4000,3,-0.9779014587402344,10.520800590515137,-17.081344604492188,20.085216522216797
4,4000,4,-7.819398880004883,-22.99380111694336,-19.378101348876953,31.070383071899414
4,4000,5,20.339401245117188,9.427734375,-17.078245162963867,28.182262420654297
4,4000,6,-45.90464782714844,15.122299194335938,-4.602910041809082,48.550048828125
4,4000,7,-31.37249755859375,-22.361549377441406,-9.631101608276367,39.71184539794922
4,4000,8,35.5616455078125,-23.019447326660156,25.65355110168457,49.52404022216797
4,4000,9,15.08289909362793,1.4827003479003906,-3.055398941040039,15.46052074432373
4,4000,10,-5.374100685119629,-47.34724044799805,-26.15829849243164,54.358978271484375
5,5000,1,-38.447479248046875,12.746702194213867,1.023599624633789,40.51832580566406
5,5000,2,10.242199897766113,13.579578399658203,-29.1272029876709,33.72983169555664
5,5000,3,-1.2642993927001953,10.60879898071289,-16.396778106689453,19.570371627807617
5,5000,4,-8.626659393310547,-22.790302276611328,-19.321104049682617,31.098588943481445
5,5000,5,20.260204315185547,7.462989807128906,-16.674381256103516,27.28015899658203
5,5000,6,-47.20467758178711,15.55560302734375,-4.404020309448242,49.896427154541016
5,5000,7,-31.05630111694336,-22.72637939453125,-9.408998489379883,39.617061614990234
5,5000,8,34.78217697143555,-23.532878875732422,26.042510986328125,49.4146614074707
5,5000,9,15.13070297241211,1.0814104080200195,-2.206399917602539,15.3289213180542
5,5000,10,-4.736799240112305,-46.15428161621094,-27.69320297241211,54.03303146362305
6,6000,1,-38.353092193603516,14.756296157836914,2.283599853515625,41.15729522705078
6,6000,2,10.512801170349121,12.906822204589844,-28.985801696777344,33.42576599121094
6,6000,3,-1.2505989074707031,10.051501274108887,-18.513389587402344,21.103134155273438
6,6000,4,-8.115601539611816,-23.185802459716797,-20.50659942626953,31.999452590942383
6,6000,5,19.259296417236328,8.163440704345703,-18.003591537475586,27.5987606048584
6,6000,6,-45.990394592285156,16.770679473876953,-6.023530006408691,49.32195281982422
6,6000,7,-31.833297729492188,-22.213193893432617,-11.070098876953125,40.36498260498047
6,6000,8,34.48719024658203,-22.866291046142578,25.71640396118164,48.71926498413086
6,6000,9,15.80169677734375,2.317880392074585,-2.6240997314453125,16.184934616088867
6,6000,10,-5.516599655151367,-47.206485748291016,-25.811298370361328,54.08427047729492
7,7000,1,-38.16639709472656,14.644899368286133,1.5103988647460938,40.90755844116211
7,7000,2,10.945798873901367,13.202266693115234,-28.12059783935547,32.93749237060547
7,7000,3,-1.7444000244140625,9.952399253845215,-16.563297271728516,19.401958465576172
7,7000,4,-7.078409194946289,-23.547595977783203,-19.18320083618164,31.18634796142578
7,7000,5,18.235897064208984,9.031707763671875,-18.45490074157715,27.471858978271484
7,7000,6,-45.94669723510742,15.332199096679688,-4.758129596710205,48.67047119140625
7,7000,7,-33.599159240722656,-22.031496047973633,-9.869197845458984,41.372589111328125
7,7000,8,35.08940124511719,-22.274396896362305,26.809017181396484,49.45845031738281
7,7000,9,17.481901168823242,2.2229795455932617,-1.6968994140625,17.704179763793945
7,7000,10,-4.993099212646484,-47.54539489746094,-26.13880157470703,54.48607635498047
8,8000,1,-39.31708526611328,12.215898513793945,2.030099868774414,41.22114562988281
8,8000,2,10.729400634765625,12.052265167236328,-27.40719985961914,31.80458641052246
8,8000,3,-0.15619850158691406,9.478199005126953,-17.12168312072754,19.570709228515625
8,8000,4,-8.356892585754395,-24.939502716064453,-20.646699905395508,33.43804168701172
8,8000,5,18.274200439453125,10.542060852050781,-19.544883728027344,28.75906753540039
8,8000,6,-45.89268112182617,15.846199035644531,-3.8284502029418945,48.702125549316406
8,8000,7,-33.047000885009766,-21.425186157226562,-9.305999755859375,40.46905517578125
8,8000,8,34.96068572998047,-22.685482025146484,25.390949249267578,48.80144500732422
8,8000,9,15.473798751831055,0.12317943572998047,-1.892599105834961,15.589597702026367
8,8000,10,-6.04610013961792,-46.87478256225586,-26.292497634887695,54.08415985107422
9,9000,1,-39.187923431396484,12.011199951171875,2.840200424194336,41.08563232421875
9,9000,2,10.343099594116211,11.439441680908203,-28.188098907470703,32.13113021850586
9,9000,3,-1.592599868774414,11.10219955444336,-17.20081901550293,20.534442901611328
9,9000,4,-8.160717964172363,-23.64510154724121,-19.659099578857422,31.814592361450195
9,9000,5,21.57440185546875,8.086997985839844,-17.393619537353516,28.8685359954834
9,9000,6,-45.86481857299805,14.08489990234375,-4.560770034790039,48.19508743286133
9,9000,7,-34.428932189941406,-20.564123153686523,-9.252599716186523,41.156349182128906
9,9000,8,34.81602096557617,-22.905517578125,25.37114906311035,48.790504455566406
9,9000,9,15.958297729492188,-1.085219383239746,-1.0844993591308594,16.031877517700195
9,9000,10,-5.517199516296387,-47.495121002197266,-26.442697525024414,54.63920211791992
10,10000,1,-39.43659210205078,13.085699081420898,3.728799819946289,41.71791458129883
10,10000,2,10.793999671936035,12.645092010498047,-28.148799896240234,32.691951751708984
10,10000,3,-0.6923007965087891,8.684700012207031,-16.736494064331055,18.86832046508789
10,10000,4,-8.031426429748535,-24.647499084472656,-17.93039894104004,31.51987075805664
10,10000,5,19.435701370239258,8.531364440917969,-16.941993713378906,27.15808868408203
10,10000,6,-46.90009689331055,15.450998306274414,-4.6045098304748535,49.59389114379883
10,10000,7,-33.83176040649414,-22.198593139648438,-9.648700714111328,41.59883499145508
10,10000,8,35.6663932800293,-22.958595275878906,24.803848266601562,49.136741638183594
10,10000,9,16.13250160217285,0.5433206558227539,-2.8952999114990234,16.399253845214844
10,10000,10,-5.90049934387207,-48.127899169921875,-25.320600509643555,54.70140075683594
11,11000,1,-37.50200653076172,12.475000381469727,4.236499786376953,39.7488899230957
11,11000,2,9.215999603271484,13.515888214111328,-27.527299880981445,32.021339416503906
11,11000,3,-2.3075008392333984,9.478399276733398,-16.916706085205078,19.527917861938477
11,11000,4,-7.963805198669434,-23.505399703979492,-18.73160171508789,31.09339141845703
11,11000,5,20.317201614379883,9.47238540649414,-18.02800750732422,28.766714096069336
11,11000,6,-45.977806091308594,16.19565773010254,-5.082330703735352,49.01110076904297
11,11000,7,-32.735321044921875,-21.54520606994629,-9.138700485229492,40.24068832397461
11,11000,8,36.30170440673828,-23.131202697753906,25.87635040283203,50.22401428222656
11,11000,9,16.51490020751953,2.878370523452759,-3.8010997772216797,17.189395904541016
11,11000,10,-7.6489996910095215,-47.47810363769531,-26.045501708984375,54.690452575683594
12,12000,1,-38.20262908935547,14.651399612426758,3.9520015716552734,41.106239318847656
12,12000,2,9.496600151062012,11.737358093261719,-29.028400421142578,32.720008850097656
12,12000,3,-0.9876003265380859,9.212601661682129,-16.962730407714844,19.328258514404297
12,12000,4,-8.212066650390625,-23.792701721191406,-20.346599578857422,32.365333557128906
12,12000,5,20.399600982666016,9.963264465332031,-17.223026275634766,28.496368408203125
12,12000,6,-46.451332092285156,15.707401275634766,-4.26162052154541,49.22001647949219
12,12000,7,-34.80550003051758,-21.246925354003906,-8.701501846313477,41.696170806884766
12,12000,8,35.978126525878906,-21.640430450439453,25.093599319458008,48.91239547729492
12,12000,9,16.358600616455078,2.4497499465942383,-2.9342994689941406,16.79926300048828
12,12000,10,-8.129600524902344,-46.445831298828125,-25.74810028076172,53.724021911621094
13,13000,1,-37.336082458496094,13.159795761108398,3.4004993438720703,39.733192443847656
13,13000,2,11.516400337219238,12.317733764648438,-28.63170051574707,33.22842788696289
13,13000,3,-0.02159881591796875,9.401400566101074,-16.153785705566406,18.690414428710938
13,13000,4,-8.028575897216797,-23.474300384521484,-20.454898834228516,32.15437316894531
13,13000,5,18.777496337890625,7.882965087890625,-17.201183319091797,26.657384872436523
13,13000,6,-46.99478530883789,15.185699462890625,-5.124910354614258,49.652591705322266
13,13000,7,-34.640079498291016,-20.54588508605957,-8.982398986816406,41.2644157409668
13,13000,8,34.51188278198242,-22.216386795043945,24.843341827392578,47.977386474609375
13,13000,9,17.010597229003906,2.4765594005584717,-2.208799362182617,17.33125877380371
13,13000,10,-4.195799827575684,-47.538780212402344,-24.340801239013672,53.5725212097168
14,14000,1,-38.409324645996094,13.93589973449707,3.9840011596679688,41.05310821533203
14,14000,2,10.604500770568848,12.555347442626953,-28.027801513671875,32.49076461791992
14,14000,3,-1.6566009521484375,10.959199905395508,-17.936424255371094,21.084678649902344
14,14000,4,-8.355584144592285,-23.016799926757812,-21.186399459838867,32.37981414794922
14,14000,5,20.831499099731445,8.472164154052734,-17.243427276611328,28.338396072387695
14,14000,6,-47.21422576904297,16.761255264282227,-3.4027700424194336,50.216548919677734
14,14000,7,-34.05524826049805,-20.62602424621582,-10.15999984741211,41.09036636352539
14,14000,8,35.17872619628906,-22.97852325439453,24.922019958496094,48.853477478027344
14,14000,9,17.5757999420166,2.516669273376465,-2.6606998443603516,17.953319549560547
14,14000,10,-4.751199722290039,-47.54512405395508,-25.981199264526367,54.38874435424805
15,15000,1,-39.47077178955078,11.68060302734375,3.5769004821777344,41.31794357299805
15,15000,2,10.290999412536621,13.879669189453125,-27.202802658081055,32.22642517089844
15,15000,3,0.18020057678222656,8.114700317382812,-15.839469909667969,17.798023223876953
15,15000,4,-9.077439308166504,-23.22380256652832,-20.694503784179688,32.4038200378418
15,15000,5,20.943002700805664,8.514720916748047,-18.004867553710938,28.90129852294922
15,15000,6,-47.13116455078125,15.982637405395508,-5.025689601898193,50.020484924316406
15,15000,7,-33.284603118896484,-20.245168685913086,-9.791698455810547,40.16975402832031
15,15000,8,34.8122673034668,-22.460365295410156,24.466278076171875,48.114036560058594
15,15000,9,15.618400573730469,2.7456703186035156,-1.6073989868164062,15.93916130065918
15,15000,10,-7.745198726654053,-46.01137161254883,-25.699501037597656,53.2681770324707
16,16000,1,-37.36735534667969,13.213899612426758,3.461099624633789,39.785743713378906
16,16000,2,9.867700576782227,12.653213500976562,-29.534603118896484,33.612022399902344
16,16000,3,-1.9573001861572266,8.576700210571289,-17.950349807739258,19.990144729614258
16,16000,4,-7.293839454650879,-22.82979965209961,-20.69440460205078,31.664779663085938
16,16000,5,19.997901916503906,9.000686645507812,-18.249752044677734,28.530366897583008
16,16000,6,-46.182952880859375,15.82600212097168,-5.317790985107422,49.10810852050781
16,16000,7,-33.78676223754883,-20.373050689697266,-10.481000900268555,40.82227325439453
16,16000,8,34.46405792236328,-21.930755615234375,25.02372932434082,47.9052848815918
16,16000,9,16.98980140686035,1.1861000061035156,-2.2331008911132812,17.176929473876953
16,16000,10,-4.923299789428711,-47.91995620727539,-26.937602996826172,55.192352294921875
17,17000,1,-37.75969696044922,13.506500244140625,3.8460006713867188,40.28662109375
17,17000,2,11.618598937988281,11.502887725830078,-29.0044002532959,33.29509735107422
17,17000,3,-0.4788990020751953,9.859099388122559,-17.886699676513672,20.42951774597168
17,17000,4,-6.559101104736328,-26.0906982421875,-19.56389617919922,33.263980865478516
17,17000,5,19.92959976196289,8.693878173828125,-16.26219940185547,27.152008056640625
17,17000,6,-46.519996643066406,16.240598678588867,-4.217050075531006,49.453521728515625
17,17000,7,-33.30826950073242,-21.72640037536621,-11.61509895324707,41.4293098449707
17,17000,8,36.04859924316406,-22.181400299072266,23.996780395507812,48.65553665161133
17,17000,9,17.237201690673828,3.8691000938415527,-2.5957984924316406,17.855789184570312
17,17000,10,-6.665799617767334,-48.01580047607422,-25.694599151611328,54.86494827270508
18,18000,1,-37.20570373535156,13.436199188232422,3.2302989959716797,39.68917465209961
18,18000,2,10.500499725341797,11.306838989257812,-27.826099395751953,31.818185806274414
18,18000,3,-1.3647994995117188,10.100900650024414,-16.905208587646484,19.740236282348633
18,18000,4,-8.048839569091797,-25.712200164794922,-21.024799346923828,34.17518615722656
18,18000,5,19.65180015563965,10.873310089111328,-16.679508209228516,27.97549057006836
18,18000,6,-46.07660675048828,16.22519874572754,-5.407450199127197,49.148258209228516
18,18000,7,-33.39823913574219,-19.94691276550293,-9.819499969482422,40.121620178222656
18,18000,8,35.741310119628906,-21.58490753173828,24.143999099731445,48.23154830932617
18,18000,9,16.690902709960938,2.2020301818847656,-2.6242008209228516,17.03882598876953
18,18000,10,-6.594799518585205,-47.60710906982422,-26.425899505615234,54.847572326660156
19,19000,1,-39.93159103393555,14.797998428344727,3.5214004516601562,42.7307014465332
19,19000,2,10.593199729919434,13.33359146118164,-28.667797088623047,33.34431076049805
19,19000,3,-0.8593006134033203,9.931899070739746,-16.82819366455078,19.55937385559082
19,19000,4,-8.161478042602539,-25.319499969482422,-21.025001525878906,33.907779693603516
19,19000,5,19.18389892578125,7.775199890136719,-18.15308952331543,27.5319881439209
19,19000,6,-45.16278839111328,16.20989990234375,-4.96182918548584,48.23958969116211
19,19000,7,-33.340431213378906,-20.22399139404297,-8.70479965209961,39.95457077026367
19,19000,8,35.867286682128906,-22.614791870117188,26.001039505004883,49.73876953125
19,19000,9,15.644500732421875,1.4255397319793701,-2.160400390625,15.857172012329102
19,19000,10,-6.814199924468994,-46.10718536376953,-25.493698120117188,53.12471008300781
20,20000,1,-38.309844970703125,15.410198211669922,3.579700469970703,41.44795227050781
20,20000,2,10.336501121520996,13.651844024658203,-28.074295043945312,32.88437271118164
20,20000,3,-1.7551994323730469,10.122600555419922,-17.773344039916992,20.52899169921875
20,20000,4,-7.0812225341796875,-24.58749771118164,-19.695297241210938,32.289215087890625
20,20000,5,19.364295959472656,9.115547180175781,-16.07504653930664,26.767074584960938
20,20000,6,-46.23894500732422,16.651891708374023,-5.13647985458374,49.41365051269531
20,20000,7,-33.302555084228516,-21.41944694519043,-9.257499694824219,40.663917541503906
20,20000,8,35.56684112548828,-22.359947204589844,24.710988998413086,48.74013137817383
20,20000,9,17.07019805908203,2.7079696655273438,-3.365100860595703,17.608198165893555
20,20000,10,-5.180200576782227,-46.09584045410156,-25.939697265625,53.146297454833984
21,21000,1,-36.919185638427734,15.485595703125,3.923198699951172,40.22712326049805
21,21000,2,10.87199878692627,11.49050521850586,-28.08499526977539,32.2335090637207
21,21000,3,-1.811899185180664,10.244298934936523,-17.521188735961914,20.376964569091797
21,21000,4,-7.599385738372803,-25.283798217773438,-19.35399627685547,32.73527526855469
21,21000,5,21.06899642944336,10.02169418334961,-15.60568618774414,28.06909942626953
21,21000,6,-46.62238311767578,17.080602645874023,-4.889350414276123,49.892879486083984
21,21000,7,-33.61806869506836,-21.287187576293945,-9.823001861572266,40.98548889160156
21,21000,8,34.99358367919922,-21.944185256958008,24.80402183532715,48.18026351928711
21,21000,9,16.197397232055664,2.716750144958496,-2.5816993713378906,16.625329971313477
21,21000,10,-5.373600006103516,-48.49188232421875,-24.113096237182617,54.42223358154297
22,22000,1,-37.65073776245117,13.454999923706055,5.751699447631836,40.39426803588867
22,22000,2,10.98390007019043,13.655536651611328,-28.268402099609375,33.25992202758789
22,22000,3,-0.7694988250732422,10.905599594116211,-17.18643569946289,20.36903953552246
22,22000,4,-8.55926513671875,-25.18829917907715,-17.939598083496094,32.086456298828125
22,22000,5,22.64780044555664,7.976387023925781,-16.099937438964844,28.90940284729004
22,22000,6,-47.3730354309082,15.637300491333008,-5.575680732727051,50.19778823852539
22,22000,7,-33.67850112915039,-20.47183609008789,-9.089401245117188,40.446937561035156
22,22000,8,35.98243713378906,-22.229337692260742,23.713638305664062,48.48933792114258
22,22000,9,18.29690170288086,1.7576696872711182,-2.391599655151367,18.53606605529785
22,22000,10,-5.106200218200684,-46.87593460083008,-25.249799728393555,53.488121032714844
23,23000,1,-38.715736389160156,12.888601303100586,7.590099334716797,41.50462341308594
23,23000,2,11.874099731445312,13.105522155761719,-28.40430450439453,33.4597282409668
23,23000,3,-1.0722999572753906,9.895898818969727,-18.35883140563965,20.88361358642578
23,23000,4,-8.747961044311523,-25.806800842285156,-19.55560302734375,33.54011535644531
23,23000,5,21.000301361083984,8.683525085449219,-15.859728813171387,27.71186065673828
23,23000,6,-46.57243347167969,15.540925979614258,-2.5118398666381836,49.16117477416992
23,23000,7,-32.75311279296875,-22.49713134765625,-10.597999572753906,41.12425994873047
23,23000,8,36.245635986328125,-23.537330627441406,24.44032096862793,49.64958572387695
23,23000,9,17.756500244140625,2.994609832763672,-4.839199066162109,18.646148681640625
23,23000,10,-4.840300559997559,-47.367042541503906,-24.1924991607666,53.407325744628906
24,24000,1,-38.068477630615234,11.958097457885742,7.606698989868164,40.62101364135742
24,24000,2,10.831600189208984,12.992530822753906,-27.14179801940918,31.981348037719727
24,24000,3,-0.12669944763183594,9.20829963684082,-17.145774841308594,19.46243667602539
24,24000,4,-8.230607032775879,-25.537399291992188,-18.57449722290039,32.63301467895508
24,24000,5,17.855695724487305,9.119972229003906,-16.89118194580078,26.216632843017578
24,24000,6,-47.5966796875,16.532297134399414,-3.2884206771850586,50.49331283569336
24,24000,7,-33.831787109375,-22.16777801513672,-9.448600769042969,41.53644561767578
24,24000,8,35.85437774658203,-22.425376892089844,25.516069412231445,49.39133071899414
24,24000,9,15.361698150634766,2.703670024871826,-3.3461990356445312,15.9527006149292
24,24000,10,-3.974599838256836,-48.330078125,-26.74469757080078,55.37935256958008
25,25000,1,-38.18245315551758,12.472801208496094,7.152600288391113,40.79988098144531
25,25000,2,10.203001976013184,13.759613037109375,-29.49250030517578,34.10624313354492
25,25000,3,-1.7047004699707031,9.954201698303223,-17.935455322265625,20.583311080932617
25,25000,4,-8.740281105041504,-26.197601318359375,-18.98509979248047,33.5132942199707
25,25000,5,19.323699951171875,8.849742889404297,-14.912551879882812,25.963581085205078
25,25000,6,-48.178955078125,17.599998474121094,-2.747879981994629,51.36655044555664
25,25000,7,-33.20191955566406,-22.16785430908203,-10.162399291992188,41.195335388183594
25,25000,8,35.475555419921875,-21.875652313232422,24.3179931640625,48.253746032714844
25,25000,9,16.539098739624023,3.207249879837036,-4.372600555419922,17.405397415161133
25,25000,10,-4.113399505615234,-46.68495559692383,-27.827301025390625,54.50471496582031
26,26000,1,-39.258358001708984,13.451601028442383,7.9574995040893555,42.25501251220703
26,26000,2,9.824501037597656,12.95254135131836,-30.01740264892578,34.13698196411133
26,26000,3,-1.2002010345458984,9.729300498962402,-17.77435874938965,20.2984619140625
26,26000,4,-9.632479667663574,-24.92040252685547,-19.93090057373047,33.33244705200195
26,26000,5,18.59380340576172,8.445110321044922,-11.498458862304688,23.436382293701172
26,26000,6,-47.10285949707031,19.71626853942871,-4.229520320892334,51.23767852783203
26,26000,7,-33.561492919921875,-23.742660522460938,-9.850099563598633,42.27425003051758
26,26000,8,35.32925796508789,-22.421262741088867,24.675901412963867,48.577457427978516
26,26000,9,15.54680061340332,3.2724199295043945,-2.3181991577148438,16.055709838867188
26,26000,10,-3.90109920501709,-47.27505874633789,-26.767803192138672,54.46710205078125
27,27000,1,-39.64802169799805,14.884298324584961,7.045001029968262,42.93180465698242
27,27000,2,10.445101737976074,11.430015563964844,-28.533100128173828,32.463565826416016
27,27000,3,-0.6317996978759766,8.889500617980957,-16.404827117919922,18.669246673583984
27,27000,4,-9.291786193847656,-25.05169677734375,-19.965896606445312,33.35508728027344
27,27000,5,18.961997985839844,9.848674774169922,-12.931325912475586,24.975446701049805
27,27000,6,-47.80572509765625,17.778884887695312,-3.276660203933716,51.10980987548828
27,27000,7,-34.140438079833984,-23.726423263549805,-9.068401336669922,42.55289077758789
27,27000,8,35.802223205566406,-23.009023666381836,24.256549835205078,48.98565673828125
27,27000,9,16.226497650146484,3.1042397022247314,-3.037900924682617,16.797748565673828
27,27000,10,-4.519900321960449,-44.56422805786133,-27.890697479248047,52.766380310058594
28,28000,1,-40.567543029785156,16.375900268554688,6.50830078125,44.229557037353516
28,28000,2,10.192599296569824,11.483997344970703,-27.966896057128906,31.904836654663086
28,28000,3,-1.6667003631591797,10.244199752807617,-18.030746459960938,20.804550170898438
28,28000,4,-8.858776092529297,-22.356800079345703,-19.727798461914062,31.104509353637695
28,28000,5,20.8367977142334,9.345443725585938,-14.852947235107422,27.241870880126953
28,28000,6,-46.413246154785156,17.48409652709961,-6.51909065246582,50.02381134033203
28,28000,7,-33.10051727294922,-23.025245666503906,-9.370800018310547,41.395870208740234
28,28000,8,35.650543212890625,-22.479246139526367,25.254961013793945,49.133399963378906
28,28000,9,16.31239891052246,2.19385027885437,-2.7569007873535156,16.688554763793945
28,28000,10,-3.9432992935180664,-47.35014724731445,-26.67319679260254,54.488948822021484
29,29000,1,-39.69255828857422,15.64250373840332,6.674098014831543,43.18252944946289
29,29000,2,10.509199142456055,11.695915222167969,-28.03580093383789,32.144107818603516
