temperature,mean_density,std_density,n_points
100.0,1.1289887376,0.002045158770777408,125
120.0,1.1240473055555553,0.001988857743743598,126
140.0,1.119011966666667,0.002322858125878543,126
160.0,1.1126091158730158,0.002770904160000132,126
180.0,1.1046888420634924,0.0031453845883860584,126
200.0,1.0989263095238095,0.00308385374972106,126
220.0,1.0915180595238096,0.0035091962701947325,126
240.0,1.0827155134920634,0.0030984279007097246,126
260.0,1.073720006349206,0.0032731779209996125,126
280.0,1.0654822007936506,0.004122747391951072,126
300.0,1.055191026190476,0.005195196409148405,126
320.0,1.0452008182539685,0.004648455486828296,126
340.0,1.0303861436507933,0.0049721211772441164,126
360.0,1.0202669825396824,0.005412021130592834,126
380.0,1.0076520434920635,0.005774509122569407,126
400.0,0.9928668754761903,0.005422317858828443,126
420.0,0.9842282999206349,0.0057809313268903225,126
440.0,0.9777978922413793,0.005830263395113337,116
