step,volume,temperature,pressure
2500000.0,131816.81,301.82002,-650.91493
2501000.0,132136.42,302.81676,-876.12003
2502000.0,131605.7,302.19835,109.26864
2503000.0,131834.76,309.25077,211.83497
2504000.0,131450.5,296.8739,-671.0901
2505000.0,130216.27,303.7608,98.235476
2506000.0,132069.54,302.3432,-320.69948
2507000.0,131378.98,300.51707,401.08791
2508000.0,131538.77,300.26089,44.031965
2509000.0,131293.35,296.44659,-47.492031
2510000.0,131923.8,305.78926,712.235
2511000.0,130873.91,300.51387,582.13491
2512000.0,132765.88,298.2141,-135.0594
2513000.0,132430.06,300.89784,-157.67221
2514000.0,131651.56,299.28384,218.43402
2515000.0,131860.42,298.98849,-223.57608
2516000.0,131188.73,294.89632,-213.43245
2517000.0,130985.59,305.92444,-17.257829
2518000.0,131262.69,293.9275,-570.82788
2519000.0,132021.11,300.02099,-138.81346
2520000.0,131087.49,299.03288,-333.79044
2521000.0,132674.65,299.27417,-516.54648
2522000.0,132286.42,305.20016,344.17634
2523000.0,131314.4,294.01692,217.6158
2524000.0,131125.65,301.16438,-148.52013
2525000.0,131299.7,303.91306,-6.1153655
2526000.0,131011.64,300.68858,17.286373
2527000.0,130828.66,301.5788,-244.73211
2528000.0,131776.85,297.2565,4.5367365
2529000.0,131256.49,301.60812,-423.12876
2530000.0,130839.48,305.45044,48.972572
2531000.0,132199.96,297.19813,-278.67099
2532000.0,132593.04,303.77943,-268.3535
2533000.0,132186.69,299.26567,57.057137
2534000.0,131733.45,298.86459,-358.13191
2535000.0,132255.0,302.32372,365.17583
2536000.0,131706.69,297.49153,138.72165
2537000.0,131761.15,303.91656,162.64957
2538000.0,131555.15,304.30373,-350.39246
2539000.0,131187.38,300.80325,445.45868
2540000.0,131698.33,293.38289,120.00563
2541000.0,132428.19,306.23815,160.65407
2542000.0,131581.09,296.63379,-2.9109695
2543000.0,131553.48,300.19359,35.432564
2544000.0,130862.71,301.99989,-4.9744075
2545000.0,131328.86,307.22552,166.07242
2546000.0,132248.07,298.88836,32.447927
2547000.0,132057.07,300.08822,-885.70758
2548000.0,131451.55,297.34825,170.12297
2549000.0,130683.84,298.39474,276.50129
2550000.0,130926.36,301.69227,-97.823785
2551000.0,131280.8,298.50309,-203.09415
2552000.0,131595.38,300.89516,-126.67445
2553000.0,131399.5,304.62589,244.92974
2554000.0,130485.25,296.83765,355.00191
2555000.0,131698.65,294.24713,295.91463
2556000.0,131698.34,298.11247,201.94891
2557000.0,131175.84,300.07382,281.35553
2558000.0,131264.71,299.75505,-586.86566
2559000.0,132252.04,304.14875,-1.3190698
