step,strain_xx,sigma_xx_GPa,sigma_yy_GPa,sigma_zz_GPa,sigma_xx_avg_GPa,sigma_yy_avg_GPa,sigma_zz_avg_GPa
200000.0,0.0,-0.11078215874250001,0.0910519358805,-0.14916678425250002,0.07972648704630378,0.025150103291051818,0.020826812877199653
200000.0,0.0,-0.110781479865,0.09105194398650002,-0.14916679438500002,0.07969611650114312,0.025200269707396417,0.020707896815404494
200100.0,9.999999999999999e-06,0.09494362141425,-0.06421396489200001,0.18166706171250002,0.07978402522005167,0.025213563772392783,0.020865292628116167
200200.0,1.9999999999999998e-05,0.19996860612750003,0.10095917318025001,0.10597500690000002,0.07970633298210773,0.025040526490847523,0.021042569986639982
200300.0,2.9999999999999997e-05,0.025787657316750003,0.25137826654500006,-0.02939842435425,0.07966522597607177,0.024847945432415405,0.021089092365395322
200400.0,3.9999999999999996e-05,0.06086791245675001,-0.21298237369500003,-0.12175782459750002,0.07972767004794383,0.0250217943249528,0.020849370193506866
200500.0,4.9999999999999996e-05,0.08871833703075001,0.14615940759,-0.1737525456975,0.07960297258890116,0.02517937407760941,0.020982213061415907
200600.0,5.9999999999999995e-05,-0.12126912399000002,-0.112470121785,-0.007507190021625001,0.07975532623162071,0.02513566843023914,0.020944312418745434
200700.0,7e-05,0.032082150728250006,-0.08237357730000001,-0.0895772802015,0.07976816939540829,0.02508372627188672,0.02097152757166905
200800.0,7.999999999999999e-05,0.25797156535500004,0.009184914476850001,-0.06085258198425001,0.07965342904743267,0.02511326729137073,0.021059667629935483
200900.0,8.999999999999999e-05,0.1268454541725,0.06179484774225001,-0.05365653114675001,0.07984182894782876,0.025188608876759222,0.021297318007695448
201000.0,9.999999999999999e-05,0.0060532026161250006,0.10450854030750002,-0.1127230593825,0.08003120568487593,0.02530646199456658,0.02141567017918635
201100.0,0.00010999999999999999,0.07146754299825,-0.015879756338250003,-6.950056130325001e-05,0.07995156468661947,0.025136042319497842,0.021398840756027594
201200.0,0.00011999999999999999,0.014718830217000003,-0.13681284508500002,-0.04366164670875,0.08000751241124769,0.025240517041633086,0.021441222023969572
201300.0,0.00013,-0.10946298830250002,-0.1364028334725,0.00031312178000250006,0.08018467196357387,0.025293508210437687,0.021416078083142456
201400.0,0.00014,-0.016901963468250004,-0.07665469804125001,0.11396214254250002,0.08012650404889868,0.02512259697217371,0.021567838329893056
201500.0,0.00015,0.14500515372000003,0.01584234106875,0.13923238476000002,0.08012099989625705,0.025164514344319454,0.02162645458463209
201600.0,0.00015999999999999999,0.07538472088875,-0.06602466696,-0.015332061276,0.08022779211334283,0.025368397087282266,0.02170217374566932
201700.0,0.00016999999999999999,0.100351980078,0.004254832915200001,0.09619674011325001,0.08031249740993582,0.025480482681523642,0.021618459459451324
201800.0,0.00017999999999999998,0.01759736302275,0.1617311247825,-0.07026361657350001,0.08022528566302131,0.025256416164954432,0.021616349695328215
201900.0,0.00018999999999999998,0.11069403639000001,0.137370578415,0.11229406959750002,0.08004628681438844,0.02513218655458438,0.021892415202435737
202000.0,0.00019999999999999998,0.0758359038885,-0.13748602812000002,-0.09041964558900001,0.08031749206602713,0.025225296747160692,0.021915721166223995
202100.0,0.00020999999999999998,-0.07014445128075002,0.27311903477250005,-0.20332466238000002,0.08017525117874287,0.02501974859213656,0.021989005553017076
202200.0,0.00021999999999999998,0.06288443194425,0.04294207810200001,0.10173740288250001,0.07997170910195035,0.025040810637552605,0.021969050066134314
202300.0,0.00022999999999999998,0.07412628465375001,0.023511995088750005,0.1412444054175,0.07991856367399679,0.024830512807992006,0.022058447692058496
202400.0,0.00023999999999999998,-0.03435045372150001,0.010523872878750002,-0.04596226528425,0.07997235073061729,0.0248314096807286,0.022096742885400148
202500.0,0.00025,0.043913430214500004,0.07007498083425,-0.061494242811750005,0.07987742573203091,0.024927452531488124,0.022073204785927704
202600.0,0.00026,0.08133137165475,0.11154844932,-0.15415040371500002,0.07972365007966671,0.024910860110689232,0.022182524407974028
202700.0,0.00027,0.034920122123250005,0.042932503902750004,-0.06715584811425002,0.07984707097197977,0.02504684134830529,0.02252546555373232
202800.0,0.00028,-0.19417555190250002,-0.18801771754500002,0.11703182394750002,0.08001310881080924,0.025220064175022195,0.02257591788751611
202900.0,0.00029,0.17053371389250002,-0.09482415012,-0.11751113172750001,0.08008045339119922,0.02511563722807533,0.022531931607527988
203000.0,0.0003,0.18422887182,-0.13468155477000002,-0.059480482404,0.08009449107398371,0.025149439711223173,0.022587775122539837
203100.0,0.00031,0.13397025327000003,0.10671649311750002,0.017910782526,0.08014863978552056,0.025248804782144953,0.02269819852746228
203200.0,0.00031999999999999997,-0.0254413112415,0.0240489598335,0.09430956097500001,0.0800561545694,0.025372430833084308,0.02273757214806324
203300.0,0.00033,0.07964757306975001,-0.031766309557500004,-0.02371641827625,0.08014748665919992,0.025439976847057146,0.022980329474861536
203400.0,0.00033999999999999997,0.116423296395,-0.04983444575550001,0.01838830597275,0.080131325291006,0.02544197169346482,0.022741772027252975
203500.0,0.00035,-0.23372960976750004,0.12801890913000002,-0.12823530893250001,0.08007954366388992,0.02546004942040718,0.022817724314260934
203600.0,0.00035999999999999997,0.04996950488775,0.014833731753750001,-0.0797919885525,0.08019559361464315,0.025569140131441022,0.02308212203012712
203700.0,0.00037,0.086367399447,-0.1137926055525,-0.08472259578825,0.08017381199099803,0.02553942420908082,0.023126641192178544
203800.0,0.00037999999999999997,0.13418047224750002,0.19349091914250002,0.016513271649000003,0.08015921986622951,0.025500530443048015,0.023205014821382413
203900.0,0.00039,0.09428086168200002,0.12062434235250002,-0.21125237091000001,0.0801677849472716,0.025404808382531865,0.02340919663224166
204000.0,0.00039999999999999996,-0.032283121773,0.009195152354850002,-0.10234673090250002,0.08048007056127758,0.02550047182968361,0.023409725319216212
204100.0,0.00041,-0.027327186327,-0.13998880628250002,0.059876021766750005,0.08053459979233682,0.025557376596373454,0.023471431854683856
204200.0,0.00041999999999999996,-0.08528102724750002,0.09119046336750002,-0.28791268742250004,0.08036612098865241,0.025444125686036326,0.023370808277044415
204300.0,0.00043,0.11966406506250002,-0.06907370643600001,0.09558742931850002,0.08057130931125668,0.025639358531392136,0.023614349286711998
204400.0,0.00043999999999999996,-0.1116850252875,-0.06199103422050001,0.19573147833750001,0.0804925080635842,0.025689280338391043,0.023719119985638592
204500.0,0.00045,-0.008738711499525001,0.1544237481675,0.2536558397625,0.0804878549948439,0.0255719003664987,0.023694245031290678
204600.0,0.00045999999999999996,0.14166489403500002,-0.09578320745700002,-0.16768774795500002,0.08064291000345916,0.02548120320402353,0.02379247813645659
204700.0,0.00047,0.16872764643000002,-0.28251360506250006,0.12355802534250002,0.0806388709760818,0.02570583516745481,0.023853120483532015
204800.0,0.00047999999999999996,-0.023445391126500004,0.016842998397750004,-0.09351247874325,0.0806817599670007,0.025630539166309002,0.023762875815070354
204900.0,0.00049,0.20702288302500002,0.14105852470500002,0.07411914934725002,0.08054679884776356,0.02546204619490775,0.023691124781150288
205000.0,0.0005,0.028735236017250004,0.06053401618425001,-0.026939901912000006,0.08053445803268791,0.02564585289185599,0.023770754650347573
205100.0,0.0005099999999999999,0.20696334445500003,-0.20551815611250002,-0.12647220327000003,0.08069402544172527,0.02570995018445308,0.023841782196425906
205200.0,0.00052,0.12243268962750002,-0.20661834296250003,-0.06076015433250001,0.08068650909626637,0.025594434320845336,0.023723998346815812
205300.0,0.00053,-0.05504161552575001,0.16204726891500001,-0.05944978599525,0.08058099585898362,0.02566501504927077,0.023669368273261906
205400.0,0.00054,-0.021591607695000004,0.06985066957575001,0.07410561435375,0.0806821010848969,0.025630094848356294,0.023712483996734646
205500.0,0.0005499999999999999,0.129103390605,0.09950134251750001,-0.25068801024750004,0.08075037000998223,0.025601828491717438,0.023744901989996733
205600.0,0.00056,-0.22439008935000002,-0.1433134821825,-0.15316802744250002,0.08045539031280155,0.0255428883247274,0.02366821990175194
205700.0,0.00057,0.07148418866925,0.13972797546750002,0.006422456146050001,0.08043811531142933,0.025564427256957813,0.023669559969982087
205800.0,0.00058,0.146246891595,0.021738614058000004,0.10168112697750001,0.08050319041000212,0.0255654270399562,0.023542809102670963
205900.0,0.0005899999999999999,-0.121045783425,-0.033813297472500004,0.10270962639000002,0.08056252426367899,0.025576315777402468,0.023603368943531888
206000.0,0.0006,0.07499460140025001,-0.1049558293875,-0.13918149934500001,0.08066808345529664,0.025649100236021783,0.02368039018825759
206100.0,0.00061,0.10803411328500001,-0.0020922907278,-0.08513564411100001,0.08063458953156849,0.025767708911244455,0.023748684388857626
206200.0,0.00062,-0.004525121709675,0.1130751232275,0.1371065153325,0.08064288637095225,0.025851192502819014,0.023787290857956066
206300.0,0.0006299999999999999,0.04999478344875,-0.028549796068500007,0.15957145333500003,0.08065744873819101,0.025880044394360778,0.023904184252983834
206400.0,0.0006399999999999999,0.06609851971275,-0.07775608660575001,-0.028565873306250003,0.08085143070050492,0.02597953407231912,0.023866247135367186
206500.0,0.00065,-0.008009875302975,0.10963041773250001,0.021773743435500002,0.08077524307481686,0.025819424093571637,0.023795889574626923
206600.0,0.00066,-0.0009679712012250002,-0.2974189583925,0.1221529313025,0.08076084407082476,0.025865852599419974,0.023832547801964202
