r,g_r
0.05,3329.7159596602214
0.15000000000000002,0.0
0.25,0.0
0.35000000000000003,0.0
0.45,0.0
0.55,0.0
0.6500000000000001,0.0
0.75,0.0
0.8500000000000001,0.0
0.95,0.0
1.05,0.0
1.1500000000000001,0.0
1.25,0.0
1.35,0.0
1.4500000000000002,8.678805658136676e-05
1.55,0.02407760692621499
1.6500000000000001,0.6496786500776369
1.75,2.1285688053517635
1.85,0.8073288852130217
1.9500000000000002,0.03931819949637909
2.05,0.08941047368073893
2.1500000000000004,0.29887238711249814
2.25,0.7211013135475786
2.3500000000000005,1.4015231252510263
2.45,2.0704040908208383
2.55,2.179134399952057
2.6500000000000004,1.7062434385160081
2.75,1.1915028402484347
2.8500000000000005,0.9506291351577999
2.95,1.2171748849133828
3.05,1.9361197716281835
3.1500000000000004,1.3861157820869567
3.25,0.8081149907988311
3.3500000000000005,0.6857655286160393
3.45,0.6247029977299108
3.55,0.6055823376565826
3.6500000000000004,0.6524487290923429
3.75,0.7353879479572855
3.8500000000000005,0.7911031866160454
3.95,0.7745100180018256
4.050000000000001,0.7677228664337963
4.15,0.8122980745902407
4.25,0.8821705916904329
4.35,0.9550358198036305
4.45,1.0157963211810825
4.550000000000001,1.0836266477345513
4.65,1.1635323633522734
4.75,1.2069389679844225
4.8500000000000005,1.1838782410715547
4.95,1.138578240342844
5.050000000000001,1.1123176854338712
5.15,1.099358926092852
5.25,1.0843245422105343
5.3500000000000005,1.0652210519415513
5.45,1.0328999278491924
5.550000000000001,1.0009593901415141
5.65,0.9610738347104912
5.75,0.9321393196242451
5.8500000000000005,0.9179340706805285
5.95,0.9186564555837796
6.050000000000001,0.9279672686995634
6.15,0.9449512879215035
6.25,0.9513704644403108
6.3500000000000005,0.9594422395670054
6.45,0.9669961172758723
6.550000000000001,0.9900837272193587
6.65,1.021538161246932
6.75,1.0530524090573106
6.8500000000000005,1.0751883932358184
6.95,1.079201736088783
7.050000000000001,1.0608838900565891
7.15,1.0401278048355824
7.25,1.025368749024081
7.3500000000000005,1.0150987761639696
7.45,1.01073955293088
7.550000000000001,1.0041637460102972
7.65,0.9989434399677721
7.75,0.9942813173607377
7.8500000000000005,0.9866339410196968
7.95,0.9790664144004236
8.05,0.9697094849992633
8.15,0.9626671075966968
8.25,0.9600518553028926
8.350000000000001,0.9597156584501447
8.45,0.9646484604720438
8.55,0.9723439584903532
8.65,0.9787090826411076
8.75,0.9880509680425632
8.850000000000001,0.9948310752189663
8.95,1.0030207027335947
9.05,1.0120066589603502
9.15,1.0216740178636665
9.25,1.0262113778561632
9.350000000000001,1.025909052815351
9.45,1.0203439945527328
9.55,1.0141041197441136
9.650000000000002,1.007486840772853
9.75,1.0054453797756375
9.850000000000001,1.0039191643225378
9.95,1.0013791244393122
10.05,0.9992436808676154
10.150000000000002,0.9976552980378119
10.25,0.9977967767313595
10.350000000000001,0.995252834895429
10.45,0.9950632617022059
10.55,0.9944159793066228
10.650000000000002,0.9940101287146585
10.75,0.994879278588715
10.850000000000001,0.9962590864002503
10.95,0.9975068119195796
11.05,1.0011602467576233
11.150000000000002,1.0042516869431732
11.25,1.0071049147314741
11.350000000000001,1.0085458385845614
11.45,1.0089344996876604
11.55,1.0093848837977282
11.650000000000002,1.0097397889867314
11.75,1.0084402673331008
11.850000000000001,1.0054546655458336
11.95,1.0029634618945782
12.05,0.99910062596044
12.150000000000002,0.9957981128358854
12.25,0.9938840811489182
12.350000000000001,0.9932464493678589
12.45,0.9924819026114642
12.55,0.9931632131657288
12.650000000000002,0.9930159513185207
12.75,0.9937320788159095
12.850000000000001,0.9951954337813289
12.95,0.9951370287656782
13.05,0.996504892807693
13.150000000000002,0.9973338598711267
13.25,0.9980139775958096
13.350000000000001,0.9987511544426284
13.45,0.9996952003791995
13.55,1.0016530121290104
13.650000000000002,1.002865578468522
13.75,1.0035427211575472
13.850000000000001,1.0033645867062784
13.95,1.0034450443448473
14.05,1.0035417777627438
14.150000000000002,1.0028021798751101
14.25,1.0014998942381115
14.350000000000001,1.0012091891376742
14.45,1.0004326217651018
14.55,0.9999457570599523
14.650000000000002,0.9992492921225652
14.75,0.9988665251761535
14.850000000000001,0.999361974559263
14.95,0.998921264159767
