frame,timestep,chain,rx,ry,rz,distance
0,0,1,25.431198120117188,24.361289978027344,19.925201416015625,40.46272277832031
0,0,2,-16.318099975585938,3.7680015563964844,2.4207000732421875,16.921525955200195
0,0,3,10.655765533447266,-7.5337982177734375,6.028598785400391,14.375237464904785
0,0,4,-25.30536651611328,6.587301254272461,-4.948250770568848,26.61276626586914
0,0,5,2.730998992919922,-2.615499496459961,2.237600326538086,4.393864631652832
0,0,6,-7.246390342712402,14.396510124206543,-3.5950002670288086,16.513439178466797
0,0,7,-29.06326675415039,3.1082000732421875,11.799869537353516,31.520965576171875
0,0,8,-18.43509864807129,-40.15796661376953,-0.9478988647460938,44.19743728637695
0,0,9,3.553699493408203,35.93916702270508,36.76236343383789,51.533714294433594
0,0,10,-2.4182987213134766,9.621999740600586,-33.44658660888672,34.88703536987305
1,1000,1,26.397201538085938,26.7066707611084,16.38359832763672,40.969268798828125
1,1000,2,-14.760698318481445,3.5203990936279297,3.1055984497070312,15.489227294921875
1,1000,3,11.685272216796875,-6.469402313232422,5.627799034118652,14.49382209777832
1,1000,4,-24.160171508789062,7.272401809692383,-3.162001132965088,25.428329467773438
1,1000,5,3.4391984939575195,-3.679899215698242,3.1243982315063477,5.927192211151123
1,1000,6,-6.430310249328613,14.894679069519043,-2.8935012817382812,16.479463577270508
1,1000,7,-30.235076904296875,2.5604004859924316,11.451473236083984,32.43226623535156
1,1000,8,-17.504602432250977,-41.046669006347656,0.08169937133789062,44.62338638305664
1,1000,9,3.8287010192871094,35.56267166137695,35.297977447509766,50.25246047973633
1,1000,10,-1.8776988983154297,7.42299747467041,-31.922142028808594,32.82757568359375
2,2000,1,25.296598434448242,27.669841766357422,15.893101692199707,40.72012710571289
2,2000,2,-14.881998062133789,1.9994010925292969,1.8902015686035156,15.134210586547852
2,2000,3,11.256492614746094,-6.795097351074219,5.782200813293457,14.36369800567627
2,2000,4,-24.345489501953125,6.957599639892578,-4.601039409637451,25.734813690185547
2,2000,5,3.008000373840332,-2.558300018310547,2.03170108795166,4.440807819366455
2,2000,6,-6.848029613494873,11.272649765014648,-2.2310991287231445,13.377067565917969
2,2000,7,-29.647586822509766,3.1797995567321777,11.885688781738281,32.09922409057617
2,2000,8,-17.7466983795166,-39.88318634033203,-0.9448013305664062,43.6635627746582
2,2000,9,3.2508010864257812,35.362586975097656,36.90888977050781,51.21861267089844
2,2000,10,-2.7527999877929688,7.754401206970215,-32.09477996826172,33.132816314697266
3,3000,1,28.119659423828125,27.669052124023438,16.94280242919922,42.93425369262695
3,3000,2,-14.858697891235352,2.4438018798828125,0.6992988586425781,15.07455062866211
3,3000,3,10.357032775878906,-7.448398590087891,5.440300941467285,13.86880111694336
3,3000,4,-24.117034912109375,7.273099899291992,-4.787679672241211,25.640811920166016
3,3000,5,2.763901710510254,-2.694000244140625,2.9093008041381836,4.833303451538086
3,3000,6,-7.878600120544434,13.008028984069824,-3.727299690246582,15.65803050994873
3,3000,7,-29.76923179626465,2.9790000915527344,12.161731719970703,32.295345306396484
3,3000,8,-19.120698928833008,-39.54873275756836,0.185699462890625,43.92878341674805
3,3000,9,5.121501922607422,34.27342987060547,35.65482711791992,49.72086715698242
3,3000,10,-2.0445995330810547,7.829400062561035,-33.08838653564453,34.0634880065918
4,4000,1,27.70660972595215,28.761701583862305,15.258902549743652,42.75191116333008
4,4000,2,-14.793701171875,2.227499008178711,3.0121002197265625,15.260671615600586
4,4000,3,12.782737731933594,-8.126899719238281,6.205599784851074,16.36931037902832
4,4000,4,-23.183835983276367,6.697000503540039,-3.9779796600341797,24.457399368286133
4,4000,5,2.8438024520874023,-2.6133995056152344,1.5730009078979492,4.170300006866455
4,4000,6,-9.083089828491211,11.802969932556152,-5.375199317932129,15.83367919921875
4,4000,7,-29.82253646850586,3.0943002700805664,11.71673583984375,32.1906852722168
4,4000,8,-18.419200897216797,-38.56793975830078,-1.5713996887207031,42.769405364990234
4,4000,9,2.6159019470214844,35.00263595581055,35.55153274536133,49.959373474121094
4,4000,10,-4.288599014282227,8.510701179504395,-32.37820816040039,33.75162887573242
5,5000,1,26.64029884338379,29.050519943237305,16.333698272705078,42.666473388671875
5,5000,2,-14.483701705932617,3.828001022338867,4.124500274658203,15.538427352905273
5,5000,3,14.640499114990234,-9.844200134277344,8.479598999023438,19.574373245239258
5,5000,4,-24.783897399902344,8.75870132446289,-4.4473090171813965,26.65961265563965
5,5000,5,2.38909912109375,-2.5499000549316406,3.0095996856689453,4.611667156219482
5,5000,6,-9.415639877319336,12.307700157165527,-1.4014005661010742,15.559488296508789
5,5000,7,-29.59539794921875,3.860199451446533,12.314598083496094,32.286808013916016
5,5000,8,-17.028902053833008,-39.90959930419922,0.2427978515625,43.391456604003906
5,5000,9,4.07440185546875,35.976097106933594,39.574195861816406,53.63764953613281
5,5000,10,-3.2356014251708984,8.488700866699219,-33.35928726196289,34.57411193847656
6,6000,1,25.953201293945312,29.772920608520508,15.44900131225586,42.41069412231445
6,6000,2,-15.264497756958008,3.070100784301758,3.5283966064453125,15.964962005615234
6,6000,3,14.649456024169922,-8.875,8.985599517822266,19.34200668334961
6,6000,4,-24.292858123779297,8.106100082397461,-5.6677703857421875,26.229284286499023
6,6000,5,3.3640003204345703,-2.8005008697509766,2.5136985778808594,5.047572135925293
