r,g_r
0.05,0.0
0.15000000000000002,0.0
0.25,0.0
0.35000000000000003,0.0
0.45,0.0
0.55,0.0
0.6500000000000001,0.0
0.75,0.0
0.8500000000000001,0.0
0.95,0.0
1.05,0.0
1.1500000000000001,0.0
1.25,0.370836316130832
1.35,59.35829094353175
1.4500000000000002,10.54668333232899
1.55,0.0
1.6500000000000001,0.0
1.75,0.0
1.85,0.0
1.9500000000000002,0.0
2.05,0.0
2.1500000000000004,0.0
2.25,0.0
2.3500000000000005,0.0
2.45,0.0
2.55,0.0009971495846526237
2.6500000000000004,0.03582488228699666
2.75,0.16770728824899145
2.8500000000000005,0.4285234177792451
2.95,0.6343725117135985
3.05,0.6883967746490565
3.1500000000000004,0.6124505477080251
3.25,0.5166555151327092
3.3500000000000005,0.4200576288775872
3.45,0.4056493307221525
3.55,0.3953650368666077
3.6500000000000004,0.39716739883921237
3.75,0.3977567061124335
3.8500000000000005,0.3696640025883498
3.95,0.37071810403210653
4.050000000000001,0.3813392206326751
4.15,0.4137116696372
4.25,0.5232113978439773
4.35,0.6029249770112698
4.45,0.7088850362043553
4.550000000000001,0.796906375117695
4.65,0.867965020770169
4.75,0.9360179070757497
4.8500000000000005,1.0793780973209723
4.95,1.2315731443652709
5.050000000000001,1.4031773222800448
5.15,1.4542503730402778
5.25,1.4380107964388769
5.3500000000000005,1.3882009952388503
5.45,1.3111353939452064
5.550000000000001,1.2177887146284374
5.65,1.1400023773787857
5.75,1.0744141509872418
5.8500000000000005,1.024505573026099
5.95,1.0094081873254241
6.050000000000001,0.9942448564025632
6.15,0.9811718861012285
6.25,0.9821320303080713
6.3500000000000005,0.9833817819902695
6.45,0.9714880307706081
6.550000000000001,0.9757272850224106
6.65,0.9894507510719417
6.75,1.0002023549327228
6.8500000000000005,1.0281237269124313
6.95,1.0355625583866117
7.050000000000001,1.0553982872882786
7.15,1.0600275996119113
7.25,1.066395094313491
7.3500000000000005,1.0611026257050902
7.45,1.0646577912733741
7.550000000000001,1.0613511606611508
7.65,1.0479684667051714
7.75,1.0305567907373576
7.8500000000000005,1.0240835512527062
7.95,1.0168485926009905
8.05,1.0079336540591515
8.15,0.993973097521872
8.25,0.9799699167039927
8.350000000000001,0.9727287205832384
8.45,0.9664256468213901
8.55,0.9709009210728597
8.65,0.9689146902406591
8.75,0.9728803468953511
8.850000000000001,0.994718104754246
8.95,0.9877042614590541
9.05,1.003194345936004
9.15,1.0068383754709773
9.25,1.021308022427267
9.350000000000001,1.0076641804708235
9.45,1.0143352982582434
9.55,1.007197081220739
9.650000000000002,1.0056784420146205
9.75,1.014460505630605
9.850000000000001,0.9950899279412342
9.95,0.9911447908799691
10.05,0.9975213413414303
10.150000000000002,0.9878450856379891
10.25,0.9800705973978207
10.350000000000001,0.9904261398273909
10.45,0.9935805859826481
10.55,0.9949581669490158
10.650000000000002,1.0037359822794607
10.75,1.0038237709441027
10.850000000000001,1.008849706515823
10.95,1.0017785032165818
11.05,1.0051425153381817
11.150000000000002,0.999650006012919
11.25,0.9954227817779174
11.350000000000001,0.9898798747265369
11.45,0.9925690195427167
11.55,0.9855088293564626
11.650000000000002,0.9844970722582255
11.75,0.9859789718321927
11.850000000000001,0.9901617311667036
11.95,0.9880273592522841
12.05,0.9911774412796976
12.150000000000002,0.9883182486488864
12.25,0.9917896381795749
12.350000000000001,0.9897898941631045
12.45,0.9882533103076564
12.55,0.9866727588639823
12.650000000000002,0.9919561939904287
12.75,0.9953096311288075
12.850000000000001,1.0002454727328474
12.95,0.9928153146621739
13.05,0.9985095927768852
13.150000000000002,1.0000763917724638
13.25,0.9978329375920926
13.350000000000001,1.000718282437649
13.45,1.000174443824761
13.55,1.0032390854365079
13.650000000000002,1.0075408155936518
13.75,1.0138206268591052
13.850000000000001,1.0119581440226089
13.95,1.012110715838621
14.05,1.0134441716822373
14.150000000000002,1.0131556059426832
14.25,1.013784437375138
14.350000000000001,1.010638109742863
14.45,1.0097734751533496
14.55,1.0082428003823916
14.650000000000002,1.0101162491861773
14.75,1.0072681054075
14.850000000000001,1.0041342710523322
14.95,1.0057057946300012
