temperature,mean_density,std_density,n_points
95.0,1.2702348999999997,0.0027094484369516968,9
100.0,1.2707408490813648,0.002612742419129035,381
105.0,1.27069273,0.0012580007737588504,10
115.0,1.26772110625,0.0031628787557052857,16
120.0,1.267647786920981,0.002901598927149669,367
125.0,1.2673371294117648,0.002876046239363322,17
135.0,1.2640958296296299,0.0029568402539788853,27
140.0,1.2637980692528736,0.002836134642802885,348
145.0,1.263044908,0.0026079921174983083,25
155.0,1.2590486069767444,0.002894367467159296,43
160.0,1.2590563789968652,0.0033251045369622973,319
165.0,1.2596964894736844,0.003147770984044805,38
175.0,1.2556159701754388,0.0034443646097110964,57
180.0,1.2549646121527778,0.0035770405294745177,288
185.0,1.2550522618181819,0.003952963532193089,55
190.0,1.2520348,0.0,1
195.0,1.2513743728571431,0.004142241202534832,70
200.0,1.2507551154121863,0.0033855507470325744,279
205.0,1.250571332,0.0036883472444564874,50
215.0,1.2471968351351352,0.00398306121357396,74
220.0,1.24697092734375,0.003907209172029889,256
225.0,1.2472564529411765,0.0038153358531953395,68
230.0,1.24687348,0.004393142635631131,5
235.0,1.2413084727272725,0.004261686546988559,66
240.0,1.24238220513834,0.0037164857851368495,253
245.0,1.2416701657894738,0.004039865995782615,76
250.0,1.246522275,0.0029199732571550305,4
255.0,1.2388651,0.004378423031840338,81
260.0,1.2378982472803348,0.0040489333885945986,239
265.0,1.2374682486486486,0.0046283217247440655,74
270.0,1.2351678200000002,0.005900789857637712,10
275.0,1.2332870659090909,0.004173203229745172,88
280.0,1.233486887677725,0.004581047832916232,211
285.0,1.2339188532608696,0.004765529337766163,92
290.0,1.23155613125,0.005470070394515791,16
295.0,1.2308419056179776,0.004300632334725995,89
300.0,1.2307992602803741,0.005099004689324018,214
305.0,1.2311309721518988,0.005147962470001885,79
310.0,1.2288508833333334,0.004856191604812078,18
315.0,1.2255667455445545,0.004921978884626075,101
320.0,1.2263916861702127,0.004997170192162104,188
325.0,1.2267797431818181,0.004653134095258667,88
330.0,1.225582796153846,0.005606699081811379,26
335.0,1.2192115775510206,0.0050033328068590285,98
340.0,1.219898169273743,0.005666906634839079,179
345.0,1.2184486304347824,0.005195812547434192,92
350.0,1.2162328,0.004626625739224758,36
355.0,1.2128407554347826,0.006191850349732841,92
360.0,1.2128702536585365,0.005471267583026671,164
365.0,1.2140906000000002,0.006140044285967721,108
370.0,1.2115252073170732,0.006066987675254928,41
375.0,1.20500593655914,0.005436791849395104,93
380.0,1.2058763102564103,0.005908498070823612,156
385.0,1.2055117585585584,0.006661315561597141,111
390.0,1.2048395696969694,0.006782851290270795,33
395.0,1.1999085149532709,0.0057388093555871215,107
400.0,1.19962738,0.00613644094847282,150
405.0,1.2007088235294117,0.0067798666654165845,102
410.0,1.2011815042553193,0.0064478365586402775,47
415.0,1.1971231643564357,0.006324919586944721,101
420.0,1.1971483179640716,0.005886080979891814,167
425.0,1.1961256158536584,0.006230165031471896,82
430.0,1.1971359740740741,0.00600085051069996,54
435.0,1.1902201200000002,0.006410040174082978,110
440.0,1.1886357972222221,0.006537101648390586,144
445.0,1.1895179144329897,0.006853986620755688,97
450.0,1.1890139593220337,0.006690684447465601,59
455.0,1.1851374564356438,0.006427821297646911,101
460.0,1.18546061484375,0.005949774242909469,128
465.0,1.1841679414141415,0.005753505575219661,99
470.0,1.1833958369863014,0.0071689278333557545,73
475.0,1.1788458021739132,0.00670298391326831,92
480.0,1.179227416793893,0.006637733123823264,131
485.0,1.1793972121212124,0.0064276902437378994,99
490.0,1.1781599788732395,0.006162114560624595,71
495.0,1.1643380686868687,0.009779781554419954,99
500.0,1.1608015829457363,0.0077200914244315725,129
505.0,1.1600674056603775,0.007818945944146918,106
510.0,1.1611926728395061,0.007543589822425604,81
515.0,1.1525759040404042,0.009031733662683866,99
520.0,1.1507835825396828,0.007696238435028678,126
525.0,1.1504026361904762,0.008597024432673519,105
530.0,1.14805866231884,0.0097343542054009,69
535.0,1.1420725519607842,0.008490355953828958,102
540.0,1.1395551166666664,0.00846113752982242,114
545.0,1.1410046189999998,0.008022798372085043,100
550.0,1.1410781740259741,0.008169187988449783,77
555.0,1.1335635780000002,0.008895152566217096,100
560.0,1.1311415647058825,0.008399358773917277,119
565.0,1.1328638194174756,0.008943124210209043,103
570.0,1.1336354483146065,0.007712282349973159,89
575.0,1.126273260638298,0.009776685325971052,94
580.0,1.1250490808695652,0.01002118444713451,115
585.0,1.1259794598039217,0.009604483094685055,102
590.0,1.126236405128205,0.00814420466997648,78
595.0,1.1178779316326533,0.011615717980095447,98
600.0,1.1167139155737702,0.010960879580453086,122
605.0,1.1145722678571428,0.01079062413773951,84
610.0,1.1167113871794874,0.010800954878990526,39
615.0,1.1194207357142856,0.010013748450283182,14
620.0,1.1197446,0.001139306398647816,3
625.0,1.1056411,0.0,1
