temperature,mean_density,std_density,n_points
250.0,1.21435448375,0.0030139113623389785,800
270.0,1.2105981715355805,0.0031461150745266415,801
290.0,1.2069376700374532,0.003217455263045803,801
310.0,1.203019940948814,0.003440144392870175,801
330.0,1.1984985881398251,0.003388143986498606,801
350.0,1.1937826358302122,0.003592853945302695,801
370.0,1.1900779016229712,0.0037606579369627233,801
390.0,1.1836296167290887,0.003948227902522242,801
410.0,1.1802887945068665,0.00388140760393528,801
430.0,1.1749440051122195,0.004238677964658725,802
450.0,1.1688271650436954,0.004616493807998066,801
465.0,1.16592918,0.005409390677516298,5
470.0,1.164954840201005,0.004227914872642783,796
490.0,1.1633334505867015,0.00468235821113907,767
495.0,1.163204586111111,0.004741736931496302,36
505.0,1.1537330333333333,0.005275198548238088,3
510.0,1.1559228285350318,0.004830655513778988,785
515.0,1.1590734733333332,0.00468044293332321,15
530.0,1.146069989672544,0.0049670436808059975,794
535.0,1.1541009125000001,0.004017048847612778,8
545.0,1.1388588,0.0017063877050659765,3
550.0,1.1394267127129751,0.005034877934505106,763
555.0,1.13532492962963,0.005414965438391402,27
565.0,1.1406245464285714,0.0038520690511997593,28
570.0,1.1372182829365078,0.005256142407775819,756
575.0,1.1397411818181817,0.0060298323342545075,11
585.0,1.13515842,0.0032252935009080713,5
590.0,1.1303689723460026,0.005319064084205331,763
605.0,1.127687685,0.005209605213136509,40
610.0,1.1266043624024957,0.00514634668867113,641
615.0,1.127773935869565,0.005470580189899083,92
625.0,1.1081731729729731,0.0059001571968595855,37
630.0,1.1119535094786732,0.005283908301691845,633
635.0,1.111640495121951,0.00432410524535495,82
645.0,1.0993140916666668,0.005618319431318706,24
650.0,1.1010720339344262,0.00568955353135744,610
655.0,1.0995179482758621,0.00621693749925899,58
660.0,1.079097875,0.0037611521677760607,4
665.0,1.0908236279069767,0.005019690422240175,43
670.0,1.0889528431481479,0.005825834792345502,540
675.0,1.0897384260273972,0.006020818998465945,73
680.0,1.0903581333333332,0.0015080598440822097,3
685.0,1.0799297239130434,0.005492405941857348,46
690.0,1.0794014181523501,0.006174499148064574,617
695.0,1.0817706710526316,0.0060529954875992035,76
700.0,1.0666021666666665,0.005975201957646807,6
705.0,1.0730673450000001,0.006366495886640933,100
710.0,1.0717008389662028,0.0065830074323015774,503
715.0,1.0702330305084746,0.0053841600385942465,59
720.0,1.0673895333333332,0.0057372174373413205,3
725.0,1.062756354347826,0.004196195499317094,46
730.0,1.0667045654501215,0.006407290170514744,411
735.0,1.0629209079365078,0.006010549555636268,63
740.0,1.0663632733333335,0.004144338962005881,15
745.0,1.0597674088050315,0.005670059838386571,159
750.0,1.057863733416459,0.005918340572735675,401
755.0,1.049112248611111,0.00539062408994401,72
760.0,1.0631629818181816,0.004029389423518626,11
