r,g_r
0.05,16140.01097000426
0.15000000000000002,0.0
0.25,0.0
0.35000000000000003,0.0
0.45,0.0
0.55,0.0
0.6500000000000001,0.0
0.75,0.0
0.8500000000000001,0.0
0.95,0.0
1.05,0.0
1.1500000000000001,0.0
1.25,0.0
1.35,0.0
1.4500000000000002,0.0
1.55,0.0
1.6500000000000001,0.0
1.75,0.0
1.85,0.0
1.9500000000000002,0.0
2.05,0.0
2.1500000000000004,0.0
2.25,0.0
2.3500000000000005,0.00019482951276424235
2.45,0.011472115585576068
2.55,0.16381557028387836
2.6500000000000004,0.7089444659530938
2.75,1.4125522636900285
2.8500000000000005,1.4989125020470686
2.95,1.2829222702030056
3.05,1.1686050785655622
3.1500000000000004,1.0463590252177446
3.25,0.792055130358621
3.3500000000000005,0.5411543347070324
3.45,0.4722702307044061
3.55,0.7009930829831715
3.6500000000000004,1.4009331394721853
3.75,1.1995075400679973
3.8500000000000005,0.49655370319954906
3.95,0.44593782570757795
4.050000000000001,0.5204288241262381
4.15,0.6010545143209555
4.25,0.703809408804438
4.35,0.824169713037079
4.45,0.9586076719836482
4.550000000000001,1.0571192141205596
4.65,1.112968412096879
4.75,1.1409069476143632
4.8500000000000005,1.1432488413964765
4.95,1.1289695477666424
5.050000000000001,1.1429308586184805
5.15,1.1288791697553584
5.25,1.1476189884395904
5.3500000000000005,1.1703101170377082
5.45,1.1815575402803902
5.550000000000001,1.192569326152468
5.65,1.1886519482569373
5.75,1.1788479933456608
5.8500000000000005,1.1764032747304562
5.95,1.1546710395143172
6.050000000000001,1.1410707517865395
6.15,1.1239532931349352
6.25,1.1026552251544939
6.3500000000000005,1.0765531253133134
6.45,1.0595972655293378
6.550000000000001,1.0339870320299855
6.65,1.010132121053848
6.75,0.999342430656539
6.8500000000000005,0.9756297739398454
6.95,0.9623264636315367
7.050000000000001,0.9529956588532233
7.15,0.9496584201325693
7.25,0.9477792320500923
7.3500000000000005,0.9480204417003875
7.45,0.9428857287185081
7.550000000000001,0.9371034110030572
7.65,0.9357122740144169
7.75,0.9314825820131112
7.8500000000000005,0.9342357364251189
7.95,0.9300014218536719
8.05,0.9297064619044924
8.15,0.9364848103429149
8.25,0.94087674385241
8.350000000000001,0.9453311080620563
8.45,0.9447458612409584
8.55,0.9509213824590784
8.65,0.958717755565317
8.75,0.9662346304671965
8.850000000000001,0.9727841718156743
8.95,0.984188422315649
9.05,0.985499065007322
9.15,0.9982139846850281
9.25,0.9989961179057478
9.350000000000001,1.007874530713037
9.45,1.010552132050554
9.55,1.0202243341496064
9.650000000000002,1.026784623366753
9.75,1.0238631859363578
9.850000000000001,1.0278023278112758
9.95,1.028203205976655
10.05,1.0358852370445812
10.150000000000002,1.037791545631269
10.25,1.0416287643019342
10.350000000000001,1.0361339158405583
10.45,1.036993851955282
10.55,1.0387953464934767
10.650000000000002,1.0332120140955312
10.75,1.029806723603364
10.850000000000001,1.0294770822405068
10.95,1.023171984783664
11.05,1.0249453848715535
11.150000000000002,1.01336012052678
11.25,1.0130847671335055
11.350000000000001,1.0092702832100986
11.45,1.0049168162386535
11.55,0.9972709902966485
11.650000000000002,0.9934332404665966
11.75,0.9932444404196036
11.850000000000001,0.986667229597127
11.95,0.9827171791188879
12.05,0.9813260257097609
12.150000000000002,0.9793953920132467
12.25,0.9761489946639529
12.350000000000001,0.9769992271567158
12.45,0.9770853620999665
12.55,0.9764776218765756
12.650000000000002,0.9805683380853503
12.75,0.9781820196568
12.850000000000001,0.9797653965410471
12.95,0.9796112980683355
13.05,0.9854065482339097
13.150000000000002,0.985411723156319
13.25,0.99296631029362
13.350000000000001,0.9895700467927592
13.45,0.9922678213890023
13.55,0.9973514577803403
13.650000000000002,0.9990556196837569
13.75,0.9999503264007024
13.850000000000001,0.9982860388748834
13.95,1.0007027887005375
14.05,1.0042199947355839
14.150000000000002,1.0076456583382118
14.25,1.0087886407281934
14.350000000000001,1.010126005872812
14.45,1.0082530981466922
14.55,1.0104127166055186
14.650000000000002,1.0113165486368147
14.75,1.0100207250947164
14.850000000000001,1.0066282148408756
14.95,1.0148778079917795
