temperature,mean_density,std_density,n_points
125.0,1.3955174,0.0,1
140.0,1.3823877,0.0,1
145.0,1.390781175,0.0031579817995658218,28
150.0,1.3906281553797468,0.003624984339600916,316
155.0,1.3906459618181821,0.0034705464071073245,55
160.0,1.3726727,0.0,1
165.0,1.3843744333333332,0.0046447776074236315,12
170.0,1.3846561765957444,0.003942651560826951,141
175.0,1.3843292255319148,0.003782616643361886,47
180.0,1.3874723,0.0,1
185.0,1.3795217375,0.0028188862556867904,16
190.0,1.378887251968504,0.004275592194068119,127
195.0,1.3787103368421052,0.004144478380009754,57
200.0,1.3746387,0.0,1
205.0,1.3748637681818183,0.004267333551125164,22
210.0,1.3740265041322313,0.004555470306371523,121
215.0,1.3740215259259263,0.004626809474495075,54
220.0,1.3774435333333335,0.0029654404147332635,3
225.0,1.3659476928571426,0.004903390665117544,28
230.0,1.3677478194915251,0.004512478207997352,118
235.0,1.368292818367347,0.005343245523114254,49
240.0,1.36363795,0.0048834761843383565,6
245.0,1.3625572384615385,0.0048761084484311885,26
250.0,1.3637984059829058,0.005579405761775435,117
255.0,1.365192246,0.005320819264338825,50
260.0,1.3610120166666668,0.009812243954859022,6
265.0,1.3521624566666666,0.007197669300337652,30
270.0,1.3538662099999994,0.005522318249819038,110
275.0,1.3536603277777777,0.005656001056997864,54
280.0,1.3582791500000002,0.001809242682173978,6
285.0,1.3489389793103448,0.005764020690726907,29
290.0,1.3493110431578947,0.005551859843267641,95
295.0,1.3501032757575757,0.006106074114999325,66
300.0,1.3488635166666665,0.00431782526275636,12
305.0,1.3355133914285715,0.006638642261272999,35
310.0,1.3360726010869566,0.00648175091830302,92
315.0,1.3362122101694915,0.005452819037155339,59
320.0,1.3360459615384614,0.00998257624518329,13
325.0,1.3271697388888886,0.007639478836759848,36
330.0,1.3270456065934066,0.006457810282368734,91
335.0,1.326414548275862,0.006639047854060527,58
340.0,1.3240641214285715,0.009927834385525811,14
345.0,1.3130101538461538,0.008198816866887641,39
350.0,1.3142159684210528,0.009116689224496802,76
355.0,1.3134710420289857,0.008087816889298693,69
360.0,1.3125925315789473,0.00714904244147832,19
365.0,1.3024123609756098,0.008059104381377557,41
370.0,1.301662755,0.007103633565534777,80
375.0,1.3032027155172412,0.007779722823001963,58
380.0,1.29991944,0.007544702843187424,20
385.0,1.2936335410256412,0.008200722411846856,39
390.0,1.293958026027397,0.008381225592640361,73
395.0,1.2959484822580642,0.008942502054015611,62
400.0,1.2944419333333335,0.009819188616115408,30
405.0,1.2795864533333334,0.011697760189369594,45
410.0,1.2779824025,0.009217528480144363,80
415.0,1.2781763562500001,0.008295035347183502,48
420.0,1.2770195416666665,0.00935508589712226,24
425.0,1.2679772891891892,0.00787220046749546,37
430.0,1.2648873766233766,0.008448825056478147,77
435.0,1.2652431789473684,0.008332741441397996,57
440.0,1.26336399375,0.007461989321930507,32
445.0,1.2520013306122448,0.011297781797606779,49
450.0,1.2505072633333332,0.009231223841168156,60
455.0,1.2505418049180328,0.008839649089385579,61
460.0,1.248358625,0.00855093729253033,36
465.0,1.2349460976744184,0.009942378928259063,43
470.0,1.2367840625,0.011893374024427248,64
475.0,1.2389784444444445,0.010453003346256757,54
480.0,1.234776831707317,0.011021585444014841,41
485.0,1.224800128,0.009973794517758294,50
490.0,1.221493384375,0.009024953091963021,64
495.0,1.2222704224489795,0.009089044365889642,49
500.0,1.2231187888888888,0.011872593224356057,27
505.0,1.2103522021276594,0.01137755644128213,47
510.0,1.2082802400000001,0.010658053213784621,60
515.0,1.2075185874999999,0.01057375297503746,56
520.0,1.205701995652174,0.011534914444492372,46
525.0,1.1943288079999999,0.011617957304014067,50
530.0,1.1913472448275864,0.01149440184385993,58
535.0,1.1913588764705885,0.011581474520208345,51
540.0,1.1892732135135136,0.010089573252872987,37
545.0,1.1851598673076924,0.013247907761719507,52
550.0,1.183667175471698,0.011487924542149345,53
555.0,1.1835121410714287,0.010914949403135579,56
560.0,1.1821014566037737,0.01038147042024153,53
565.0,1.1757439204545455,0.014729811298836756,44
570.0,1.1738252529411763,0.011112834801280063,51
575.0,1.1776899581395348,0.011453291223450061,43
580.0,1.1765261,0.01168385724639628,25
585.0,1.1797482428571426,0.014999630084645109,7
590.0,1.1781443999999999,0.003865469930034294,2
595.0,1.1663703,0.0,1
685.0,1.1802198,0.0,1
